name,genre,developer,downloads,updatedOn,contentRating,score,scoreClass
Punch Boxing 3D,Sports,CanadaDroid,"10,000,000 - 50,000,000",27 June 2016,Rated for 16+,4.3,5 (4.1 - 5.0)
Die in 100 Ways,Action,CanadaDroid,"10,000,000 - 50,000,000",11 July 2016,Rated for 12+,4.1,5 (4.1 - 5.0)
Crazy Wheels,Adventure,CanadaDroid,"5,000,000 - 10,000,000",28 September 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Fanatical Basketball,Sports,CanadaDroid,"1,000,000 - 5,000,000",3 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Break Bricks,Action,CanadaDroid,"10,000,000 - 50,000,000",29 August 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
Crazy Doctor,Role Playing,CanadaDroid,"10,000,000 - 50,000,000",3 March 2014,Rated for 12+,4.0,4 (3.1 - 4.0)
Fashion Girls,Casual,CanadaDroid,"500,000 - 1,000,000",29 January 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Sudoku Master,Word,CanadaDroid,"1,000,000 - 5,000,000",13 December 2013,Rated for 3+,4.4,5 (4.1 - 5.0)
Fish Live,Casual,CanadaDroid,"10,000,000 - 50,000,000",14 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Sing A Song,Arcade,CanadaDroid,"100,000 - 500,000",22 February 2016,Rated for 3+,2.9,3 (2.1 - 3.0)
Golf Championship,Sports,CanadaDroid,"1,000,000 - 5,000,000",3 January 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
Star Chef,Casual,CanadaDroid,"10,000,000 - 50,000,000",22 January 2014,Rated for 3+,4.1,5 (4.1 - 5.0)
Exploration Craft,Action,CanadaDroid,"1,000,000 - 5,000,000",11 July 2016,Rated for 7+,4.2,5 (4.1 - 5.0)
Real Skate 3D,Sports,CanadaDroid,"5,000,000 - 10,000,000",25 June 2015,Rated for 3+,4.0,4 (3.1 - 4.0)
Snail Battles,Action,CanadaDroid,"1,000,000 - 5,000,000",13 March 2015,Rated for 7+,4.4,5 (4.1 - 5.0)
Logo Quiz,Puzzle,CanadaDroid,"5,000,000 - 10,000,000",14 January 2014,Rated for 3+,4.1,5 (4.1 - 5.0)
BombSquad,Action,Eric Froemling,"10,000,000 - 50,000,000",10 January 2017,Rated for 12+,4.3,5 (4.1 - 5.0)
Modern Strike Online,Action,Game development ltd,"5,000,000 - 10,000,000",29 November 2016,Rated for 16+,4.3,5 (4.1 - 5.0)
Blitz Brigade - Online FPS fun,Action,Gameloft,"10,000,000 - 50,000,000",26 December 2016,Rated for 16+,4.3,5 (4.1 - 5.0)
Classic Bomberman 2016,Action,Battle City - Bomberman,"100,000 - 500,000",22 April 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Stunt Car Challenge 3,Arcade,Hyperkani,"500,000 - 1,000,000",22 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Air Hockey Speed,Sports,Hyperkani,"5,000,000 - 10,000,000",29 July 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Monster Car Stunts,Racing,Hyperkani,"500,000 - 1,000,000",3 May 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Ultimate Combat Fighting,Action,Hyperkani,"1,000,000 - 5,000,000",3 March 2016,Rated for 12+,3.8,4 (3.1 - 4.0)
Zombie Smasher!,Arcade,Hyperkani,"500,000 - 1,000,000",18 February 2016,Rated for 12+,4.0,4 (3.1 - 4.0)
Stunt Car Challenge,Arcade,Hyperkani,"5,000,000 - 10,000,000",26 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Stunt Car Challenge 2,Arcade,Hyperkani,"500,000 - 1,000,000",28 April 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Slice Ice!,Puzzle,Hyperkani,"1,000,000 - 5,000,000",30 June 2015,Rated for 3+,4.3,5 (4.1 - 5.0)
Bubbles Classic,Puzzle,Hyperkani,"1,000,000 - 5,000,000",22 June 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Marble Maze - Reloaded,Arcade,Hyperkani,"100,000 - 500,000",21 May 2013,Rated for 3+,3.9,4 (3.1 - 4.0)
Drop It!,Casual,Hyperkani,"100,000 - 500,000",21 May 2013,Rated for 3+,3.9,4 (3.1 - 4.0)
Worm Jump,Arcade,Hyperkani,"500,000 - 1,000,000",16 October 2012,Rated for 3+,4.1,5 (4.1 - 5.0)
Lumberjack Dash,Arcade,Hyperkani,"10,000 - 50,000",24 August 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Hamsterlings,Puzzle,Hyperkani,"50,000 - 100,000",9 April 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Bouncy Nuts,Puzzle,Hyperkani,"50,000 - 100,000",25 May 2012,Rated for 3+,4.0,4 (3.1 - 4.0)
The Last Commando 3D,Action,SKIPPY APPS PTY LTD,"1,000,000 - 5,000,000",3 August 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
Hill Bike Stunts: Crazy Racing,Racing,SKIPPY APPS PTY LTD,"100,000 - 500,000",10 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
The Last Commando II,Action,SKIPPY APPS PTY LTD,"500,000 - 1,000,000",10 September 2016,Rated for 16+,4.0,4 (3.1 - 4.0)
Jet Air Strike Mission 3D,Simulation,SKIPPY APPS PTY LTD,"100,000 - 500,000",3 August 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Desert Sniper Invisible Killer,Action,SKIPPY APPS PTY LTD,"100,000 - 500,000",17 November 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
Gunship Helicopter War 3D,Action,SKIPPY APPS PTY LTD,"1,000,000 - 5,000,000",5 August 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
Urban Tank War 3D,Action,SKIPPY APPS PTY LTD,"500,000 - 1,000,000",4 August 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Zombie Shooter: Evil Slum City,Action,SKIPPY APPS PTY LTD,"10,000 - 50,000",16 November 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
Bots Future War 3D,Arcade,SKIPPY APPS PTY LTD,"50,000 - 100,000",4 August 2016,Rated for 12+,3.7,4 (3.1 - 4.0)
Aliens Insect Shooter 3D,Action,SKIPPY APPS PTY LTD,"100,000 - 500,000",1 August 2016,Rated for 12+,3.5,4 (3.1 - 4.0)
GUNSHIP BATTLE: Helicopter 3D,Action,JOYCITY Corp.,"50,000,000 - 100,000,000",11 January 2017,Rated for 12+,4.3,5 (4.1 - 5.0)
Plane Simulator 3D,Action,TerranDroid,"10,000,000 - 50,000,000",13 October 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
War Robots,Action,Pixonic LLC,"10,000,000 - 50,000,000",19 January 2017,Rated for 7+,4.5,5 (4.1 - 5.0)
DEER HUNTER CLASSIC,Action,Glu,"50,000,000 - 100,000,000",6 January 2017,Rated for 16+,4.4,5 (4.1 - 5.0)
Bike Racing - Bike Blast,Action,Ace Viral,"1,000,000 - 5,000,000",13 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
POLICE MONSTERKILL 3D,Action,Foose Games,"1,000,000 - 5,000,000",4 January 2017,Rated for 7+,4.0,4 (3.1 - 4.0)
MOTO LOKO HD,Racing,Foose Games,"10,000,000 - 50,000,000",3 January 2017,Rated for 3+,3.8,4 (3.1 - 4.0)
PEPI Skate 3D,Action,Foose Games,"10,000,000 - 50,000,000",4 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
FATAL Driver GT,Action,Foose Games,"5,000,000 - 10,000,000",5 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
Asphalt Bikers FREE,Arcade,Foose Games,"1,000,000 - 5,000,000",2 January 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
VELOZ Police 3D,Action,Foose Games,"10,000,000 - 50,000,000",5 January 2017,Rated for 12+,3.7,4 (3.1 - 4.0)
Traffic Drag Racer,Racing,Foose Games,"10,000 - 50,000",12 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
TUNING Racing 3D,Racing,Foose Games,"1,000,000 - 5,000,000",7 September 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
SKATE vs BMX 3D,Action,Foose Games,"5,000,000 - 10,000,000",16 May 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
MEGA MOTO RACING 3D,Racing,Foose Games,"1,000,000 - 5,000,000",26 March 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
TOP Racing 3D,Racing,Foose Games,"500,000 - 1,000,000",8 October 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
MOTO LOKO 3,Racing,Foose Games,"100,000 - 500,000",5 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
MOTO LOKO 2,Racing,Foose Games,"500,000 - 1,000,000",5 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
MOTO Furious HD,Racing,Foose Games,"1,000,000 - 5,000,000",2 September 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
MOTO KILL 3D,Action,Foose Games,"500,000 - 1,000,000",11 January 2016,Rated for 7+,4.1,5 (4.1 - 5.0)
101 Skateboard Racing 3D,Action,Foose Games,"1,000,000 - 5,000,000",25 March 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Moto Traffic Race,Racing,Play365,"10,000,000 - 50,000,000",8 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Traffic Rider,Racing,Soner Kara,"50,000,000 - 100,000,000",7 December 2016,Rated for 3+,4.7,5 (4.1 - 5.0)
Hill Climb Racing,Racing,Fingersoft,"100,000,000 - 500,000,000",19 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Bike Race Free Motorcycle Game,Racing,Top Free Games.,"50,000,000 - 100,000,000",20 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Traffic Racer,Racing,Soner Kara,"100,000,000 - 500,000,000",8 March 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Asphalt 8: Airborne,Racing,Gameloft,"100,000,000 - 500,000,000",27 December 2016,Rated for 7+,4.5,5 (4.1 - 5.0)
Real Bike Racing,Racing,Italy Games,"5,000,000 - 10,000,000",11 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
City Racing 3D,Racing,3DGames,"10,000,000 - 50,000,000",10 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Real Drift Racing : Road Racer,Racing,Magnat Mobile,"10,000,000 - 50,000,000",11 October 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Real Racing  3,Racing,ELECTRONIC ARTS,"100,000,000 - 500,000,000",12 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Moto X Mayhem Free,Racing,Occamy Games,"10,000,000 - 50,000,000",27 July 2012,Rated for 3+,4.0,4 (3.1 - 4.0)
Dr. Driving,Racing,SUD Inc.,"100,000,000 - 500,000,000",4 April 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Racing Fever,Racing,Gameguru,"10,000,000 - 50,000,000",21 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Hill Climb Racing 2,Racing,Fingersoft,"10,000,000 - 50,000,000",21 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Road Drivers: Legacy,Racing,Vart Dader,"5,000,000 - 10,000,000",25 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Metal Soldiers,Action,Play365,"10,000,000 - 50,000,000",10 August 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Drive for Speed: Simulator,Racing,Play365,"5,000,000 - 10,000,000",20 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Zombie Squad,Racing,Play365,"10,000,000 - 50,000,000",10 January 2017,Rated for 12+,4.2,5 (4.1 - 5.0)
Mountain Car Climb,Racing,Play365,"10,000,000 - 50,000,000",13 April 2016,Rated for 12+,3.8,4 (3.1 - 4.0)
Just Shout,Action,Play365,"1,000,000 - 5,000,000",29 March 2016,Rated for 18+,4.2,5 (4.1 - 5.0)
Street Skater 3D,Action,Play365,"10,000,000 - 50,000,000",6 April 2016,Rated for 16+,3.6,4 (3.1 - 4.0)
Neon Motocross,Racing,Play365,"10,000,000 - 50,000,000",26 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Street Skater 3D: 2,Action,Play365,"5,000,000 - 10,000,000",27 April 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Race the Traffic Moto,Racing,Play365,"10,000,000 - 50,000,000",5 April 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
World Cup Penalty Shootout,Sports,Play365,"10,000,000 - 50,000,000",4 April 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Race the Traffic,Racing,Play365,"10,000,000 - 50,000,000",5 April 2016,Rated for 7+,3.9,4 (3.1 - 4.0)
3D Billiards Pool 8 Ball Pro,Simulation,Play365,"1,000,000 - 5,000,000",13 May 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Race the Traffic Nitro,Racing,Play365,"5,000,000 - 10,000,000",6 April 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Glow Air Hockey,Sports,Play365,"1,000,000 - 5,000,000",2 September 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Flashlight Free,Tools,Play365,"10,000,000 - 50,000,000",7 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Sniper 3D Assassin Gun Shooter,Action,Fun Games For Free,"50,000,000 - 100,000,000",7 December 2016,Rated for 18+,4.6,5 (4.1 - 5.0)
Counter Terrorist Attack,Action,GHA Games Developers,"10,000,000 - 50,000,000",17 January 2017,Rated for 12+,3.9,4 (3.1 - 4.0)
Special Forces Group 2,Action,ForgeGames,"5,000,000 - 10,000,000",16 January 2017,Rated for 16+,4.4,5 (4.1 - 5.0)
FRONTLINE COMMANDO: D-DAY,Action,Glu,"10,000,000 - 50,000,000",16 May 2014,Rated for 16+,4.5,5 (4.1 - 5.0)
Driving School 2016,Racing,Ovidiu Pop,"10,000,000 - 50,000,000",7 June 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Racing in Car,Racing,Fast Free Games,"50,000,000 - 100,000,000",22 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Drag Racing,Racing,Creative Mobile,"100,000,000 - 500,000,000",28 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Derby Destruction Simulator,Racing,Dragon Smile Company,"1,000,000 - 5,000,000",7 January 2017,Rated for 7+,4.6,5 (4.1 - 5.0)
CSR Racing,Racing,NaturalMotionGames Ltd,"50,000,000 - 100,000,000",1 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Earn to Die 2,Racing,Not Doppler,"10,000,000 - 50,000,000",20 October 2016,Rated for 12+,4.6,5 (4.1 - 5.0)
Zombie Road Trip,Racing,Noodlecake Studios Inc,"10,000,000 - 50,000,000",29 November 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
Extreme Car Driving Simulator,Racing,AxesInMotion Racing,"50,000,000 - 100,000,000",19 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Earn to Die Lite,Racing,Not Doppler,"10,000,000 - 50,000,000",24 February 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
Beach Buggy Racing,Racing,Vector Unit,"10,000,000 - 50,000,000",16 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Cars: Fast as Lightning,Racing,Gameloft,"50,000,000 - 100,000,000",13 October 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Boomerang Make and Race,Racing,Cartoon Network EMEA,"10,000,000 - 50,000,000",1 August 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
GT Racing 2: The Real Car Exp,Racing,Gameloft,"10,000,000 - 50,000,000",12 October 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
RC Car Hill Racing Simulator,Racing,RC Racing Games,"5,000,000 - 10,000,000",31 August 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
Mountain 4x4 Climb,Racing,Silevel Games,"10,000,000 - 50,000,000",16 November 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Drift car city traffic racer,Racing,SuperPitaya,"10,000,000 - 50,000,000",19 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Police Car Driver,Racing,GameDivision,"10,000,000 - 50,000,000",3 October 2016,Rated for 7+,3.7,4 (3.1 - 4.0)
Speed Car Drift Racing,Racing,IFC Games,"10,000,000 - 50,000,000",24 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Sniper Killer Shooter,Action,D3.,"5,000,000 - 10,000,000",12 November 2016,Rated for 16+,4.0,4 (3.1 - 4.0)
Killer Shooter Crime,Action,Gun4Assassin Apps,"1,000,000 - 5,000,000",18 August 2016,Rated for 18+,4.0,4 (3.1 - 4.0)
Doodle Army 2 : Mini Militia,Action,Appsomniacs LLC,"10,000,000 - 50,000,000",8 December 2016,Rated for 12+,4.5,5 (4.1 - 5.0)
Tech Deck Skateboarding,Action,Spin Master Studios,"1,000,000 - 5,000,000",26 June 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
Skyline Skaters,Action,Tactile Entertainment,"1,000,000 - 5,000,000",9 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Chuck E.'s Skate Universe,Action,Chuck E. Cheese's,"5,000,000 - 10,000,000",10 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
Dhoom:3 The Game,Action,99Games,"5,000,000 - 10,000,000",27 April 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Skater Kid - Skater Boy,Action,Rendered Ideas,"1,000,000 - 5,000,000",20 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Spider-Man Unlimited,Action,Gameloft,"50,000,000 - 100,000,000",22 December 2016,Rated for 12+,4.2,5 (4.1 - 5.0)
The Amazing Spider-Man 2,Action,Gameloft,"500,000 - 1,000,000",14 July 2016,Rated for 12+,4.2,5 (4.1 - 5.0)
Motocross Motorbike Simulator,Racing,RC Racing Games,"5,000,000 - 10,000,000",15 October 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Mad Skills Motocross 2,Racing,Turborilla,"10,000,000 - 50,000,000",9 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Trial Xtreme 3,Racing,Deemedya INC,"10,000,000 - 50,000,000",26 September 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Fun Kid Racing - Motocross,Racing,Tiny Lab Productions,"5,000,000 - 10,000,000",16 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
Trial Xtreme 4,Racing,Deemedya INC,"10,000,000 - 50,000,000",3 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
2XL MX Offroad,Racing,"2XL Games, Inc.","10,000,000 - 50,000,000",3 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Ultimate MotoCross 2 Free,Racing,Dream-Up,"5,000,000 - 10,000,000",16 January 2017,Rated for 12+,3.9,4 (3.1 - 4.0)
Ricky Carmichael's Motocross,Racing,"2XL Games, Inc.","100,000 - 500,000",2 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Racing on Bike Free,Racing,Racing Games Android,"5,000,000 - 10,000,000",9 November 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Moto X3M Bike Race Game,Racing,Ace Viral,"1,000,000 - 5,000,000",21 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Real Moto,Racing,Dreamplay Games,"1,000,000 - 5,000,000",18 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Racing Race 2016,Racing,Neon Games,"1,000,000 - 5,000,000",4 April 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Flick Shoot 2,Sports,MobileCraft,"10,000,000 - 50,000,000",11 May 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Score! World Goals,Sports,First Touch,"10,000,000 - 50,000,000",1 July 2015,Rated for 3+,4.4,5 (4.1 - 5.0)
Dream League Soccer,Sports,First Touch,"50,000,000 - 100,000,000",14 October 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
FIFA Mobile Football,Sports,ELECTRONIC ARTS,"10,000,000 - 50,000,000",4 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Final kick: Online football,Sports,Ivanovich Games,"10,000,000 - 50,000,000",20 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Shoot Goal Football,Sports,Bambo Studio,"5,000,000 - 10,000,000",13 January 2017,Rated for 3+,3.8,4 (3.1 - 4.0)
World Football League,Sports,mobirix,"10,000,000 - 50,000,000",13 May 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Ultimate Football,Sports,Mouse Games,"10,000,000 - 50,000,000",6 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Football Star '16 World Legend,Sports,Genera Games,"5,000,000 - 10,000,000",19 January 2017,Rated for 12+,4.3,5 (4.1 - 5.0)
Football 2016,Sports,Sanchezapps,"10,000,000 - 50,000,000",11 May 2015,Rated for 3+,3.6,4 (3.1 - 4.0)
Real Football 2012,Sports,Gameloft,"10,000,000 - 50,000,000",26 August 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
futsal football 2,Sports,HCGamerLove,"10,000,000 - 50,000,000",9 January 2017,Rated for 3+,3.4,4 (3.1 - 4.0)
FIFA 16 Football,Sports,ELECTRONIC ARTS,"10,000,000 - 50,000,000",21 January 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Football Duel,Sports,Soccer Football,"500,000 - 1,000,000",19 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Flick Shoot (Soccer Football),Sports,MobileCraft,"10,000,000 - 50,000,000",17 December 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
High Speed Race: Drift & Drag,Racing,ThunderBull Entertainment,"10,000,000 - 50,000,000",15 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Cue Billiard Club: 8 Ball Pool,Simulation,Obumo Games,"500,000 - 1,000,000",31 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Pool Billiards,Simulation,Cool Games Dev,"500,000 - 1,000,000",30 August 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Snooker,Simulation,Kwong Games Lab,"500,000 - 1,000,000",13 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Billiards Pool,Simulation,Billiards Game,"10,000 - 50,000",22 October 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Pool - 8 Ball with Multiplayer,Simulation,"HD Games For Free, LLC","10,000 - 50,000",1 August 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Real Pool Master,Simulation,"Game Play 3D (Simulation, Action, Racing, Sports)","10,000 - 50,000",1 March 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Billiards Masters 2,Simulation,SoftMob Std,"1,000 - 5,000",20 December 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
laser pointer app simulated X2,Simulation,X-Apps & X-Games,"10,000,000 - 50,000,000",10 July 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Billiards,Simulation,baKno Games,"5,000 - 10,000",4 December 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Wrecking Ball Demolition Crane,Simulation,Kick Time Studios,"500,000 - 1,000,000",27 May 2016,Rated for 3+,3.3,4 (3.1 - 4.0)
Bus Parking Simulator,Simulation,OB Games,"50,000 - 100,000",24 October 2014,Rated for 3+,3.8,4 (3.1 - 4.0)
Zombie Killer: Car Derby,Simulation,Clans,"1,000 - 5,000",27 October 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Color Match Ball Jump,Simulation,Vair Games,"5,000 - 10,000",24 February 2016,Rated for 3+,3.2,4 (3.1 - 4.0)
Car Soccer World Championship,Simulation,lnwJuTi,"100,000 - 500,000",30 November 2016,Rated for 7+,3.9,4 (3.1 - 4.0)
Air Hockey Ultimate,Sports,Fat Bat Studio,"1,000,000 - 5,000,000",14 November 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
3D Bowling,Sports,Italy Games,"100,000,000 - 500,000,000",22 September 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Ice Hockey 3D,Sports,Mouse Games,"5,000,000 - 10,000,000",23 February 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Patrick Kane's Hockey Classic,Sports,Distinctive Wireless Inc.,"10,000 - 50,000",4 April 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Hockey Stars,Sports,Miniclip.com,"1,000,000 - 5,000,000",20 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Stickman Ice Hockey,Sports,Djinnworks GmbH,"5,000,000 - 10,000,000",3 November 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Matt Duchene's Hockey Classic,Sports,Distinctive Wireless Inc.,"100,000 - 500,000",18 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Ice Rage: Hockey Free,Sports,HeroCraft Ltd,"1,000,000 - 5,000,000",16 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Mini Hockey Stars,Sports,PlayMobileFree.com,"1,000,000 - 5,000,000",19 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Puppet Ice Hockey: Pond Head,Sports,NOXGAMES - free big head puppet sports,"1,000,000 - 5,000,000",31 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
NHL Hockey Target Smash,Sports,"Concrete Software, Inc.","1,000,000 - 5,000,000",14 November 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
bottle shoot game,Sports,Adcoms,"10,000,000 - 50,000,000",12 June 2015,Rated for 12+,3.4,4 (3.1 - 4.0)
Hockey Fight Lite,Sports,Ratrod Studio Inc.,"1,000,000 - 5,000,000",12 January 2017,Rated for 16+,4.0,4 (3.1 - 4.0)
Flashlight - Torch LED Light,Tools,RV AppStudios,"10,000,000 - 50,000,000",16 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Flashlight,Tools,Mobile Flame,"50,000,000 - 100,000,000",18 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Color Torch HD LED flash light,Tools,Notes,"50,000,000 - 100,000,000",1 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Torch,Tools,iHandy Ltd.,"10,000,000 - 50,000,000",22 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
FlashLight,Tools,Zerone Mobile Inc.,"10,000,000 - 50,000,000",22 December 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Torch Flashlight LED HD,Tools,smallte.ch,"50,000,000 - 100,000,000",27 October 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
LED Flashlight,Tools,NewRTeam,"10,000,000 - 50,000,000",25 July 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Flashlight,Tools,Peacock Foto Studio,"1,000,000 - 5,000,000",13 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Flashlight Galaxy,Tools,Szymon Dyja,"5,000,000 - 10,000,000",11 October 2016,Rated for 3+,4.8,5 (4.1 - 5.0)
Flashlight on Clap,Tools,Flashlight Studios,"5,000,000 - 10,000,000",20 January 2017,Rated for 3+,3.8,4 (3.1 - 4.0)
Super Flashlight HD,Tools,MOKOA,"500,000 - 1,000,000",15 January 2017,Rated for 3+,2.8,3 (2.1 - 3.0)
Super Bright Screen Torch,Tools,Onmobio,"1,000,000 - 5,000,000",23 December 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Flashlight,Tools,Happy Hollow Studio,"100,000 - 500,000",13 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Torch: LED Flashlight,Tools,Zentertain,"10,000,000 - 50,000,000",19 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
AajTak Lite - Hindi News Apps,News & Magazines,Living Media India limited,"500,000 - 1,000,000",8 September 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
